state_name,crop_name,seed_cost,fertilizer_cost,manure_cost,pesticide_cost,irrigation_cost,misc_cost,machinery_cost,revenue,total_cost,yield_per_acre
Jharkhand,maize,6000.0,4619.4,3000.0,0.0,5400.0,0.0,24855.66,53385.37,43875.06,15.693733433155947
Bihar,maize,2195.27,3996.15,857.68,0.0,4599.51,0.0,13382.14,40350.45,25030.75,13.17658485259303
Tamil Nadu,maize,6219.68,10364.69,1506.02,1695.34,1998.6,181.62,22026.74,86830.11,43992.69,20.416422168713705
Gujarat,maize,1874.6,2366.1,1216.37,108.1,2401.02,0.0,6804.34,20296.6,14770.53,5.3742336253819225
Telangana,maize,6178.65,7780.45,44.18,3631.02,244.47,91.3,28051.76,92586.11,46021.83,21.193419801299044
Himachal Pradesh,maize,1296.17,810.94,3524.52,218.36,0.0,0.0,9982.8,18159.46,15832.789999999999,5.5320612695008196
Uttar Pradesh,maize,4934.03,2983.49,121.16,46.02,1972.84,5.84,16664.26,48656.69,26727.64,11.590214686064629
Himachal Pradesh,maize,1838.96,1124.66,4221.23,315.94,0.01,9.46,11384.9,26849.3,18895.16,7.672851621780215
Rajasthan,maize,2377.4,1501.54,1574.25,20.2,53.51,0.0,6842.58,17088.77,12369.48,7.85900730458712
Bihar,maize,827.67,1434.48,32.98,0.0,1382.17,0.0,3373.21,15475.23,7050.51,12.913538779061533
Tamil Nadu,maize,3226.69,3184.42,1468.29,383.42,1068.23,0.0,13228.78,56041.63,22559.83,20.00768903907246
Gujarat,maize,2341.15,4111.28,1806.12,319.54,979.45,0.0,7017.43,22113.6,16574.97,6.620667327654236
Karnataka,maize,683.16,1801.64,315.22,0.15,109.59,0.0,3780.46,11155.83,6690.220000000001,9.238987474960037
Madhya Pradesh,maize,308.22,476.82,312.87,0.0,0.0,0.0,2629.94,6126.36,3727.85,4.888610105016086
Chhattisgarh,maize,162.37,0.0,0.0,0.0,0.0,0.0,2124.16,6636.36,2286.5299999999997,4.277533841889076
Gujarat,maize,1759.89,1908.2,975.79,178.37,2420.12,0.0,10242.32,33437.54,17484.69,7.713320248477367
Uttar Pradesh,maize,655.29,1099.06,111.12,6.12,643.29,0.0,7190.3,18255.59,9705.18,7.490742801643027
Andhra Pradesh,maize,693.74,1311.12,216.16,52.07,65.36,0.0,4125.59,10506.08,6464.040000000001,9.198518848262884
Andhra Pradesh,maize,3771.99,8439.84,0.0,5234.8,607.42,209.88,35016.33,116200.86,53280.26,31.941887052062892
Bihar,maize,2717.4,4082.88,35.44,0.0,7314.59,1.2,17065.84,62576.71,31217.350000000002,16.68116792456648
Chhattisgarh,maize,2857.05,334.34,0.0,0.0,0.0,7.15,9809.37,32196.75,13007.910000000002,7.899475931284272
Gujarat,maize,3513.72,4121.53,1515.88,216.11,1984.59,131.68,10396.61,32897.27,21880.120000000003,8.466036705044415
Himachal Pradesh,maize,1993.53,998.58,4131.17,240.79,0.08,31.53,13914.27,36528.75,21309.95,8.692661014548472
Jharkhand,maize,3400.0,5250.0,2000.0,0.0,0.0,0.0,25713.1,70000.0,36363.1,20.234313348576517
Karnataka,maize,2872.33,4964.08,722.66,284.33,157.5,159.56,13584.24,43588.38,22744.699999999997,9.995750794196798
Madhya Pradesh,maize,4124.51,2934.52,1340.24,2945.2,10.79,111.64,12765.97,44148.35,24232.870000000003,11.173387831083952
Jharkhand,maize,5636.98,2533.32,0.0,0.0,1558.41,0.0,11402.36,41858.71,21131.07,13.79575484105947
Karnataka,maize,3072.17,5423.44,83.4,48.32,596.79,0.0,13954.45,48899.43,23178.57,13.119928775217014
Karnataka,maize,2881.67,3993.45,140.93,74.34,1006.1,131.0,11646.54,37629.63,19874.030000000002,12.322696829283098
Jharkhand,maize,190.18,426.9,0.0,0.0,1.84,0.0,3681.28,8646.16,4300.2,6.232168511361567
Uttar Pradesh,maize,141.03,448.44,288.43,0.0,154.35,0.0,2309.48,5470.39,3341.73,5.5320612695008196
Rajasthan,maize,169.92,642.55,723.24,0.0,59.2,0.0,2478.92,6703.32,4073.83,6.79872928512171
Maharashtra,maize,3906.16,8619.29,33.15,48.03,1451.07,88.34,22172.74,71564.61,36318.78,27.542947330082356
Odisha,maize,3777.55,3716.58,724.95,140.0,272.1,40.89,14373.31,45490.2,23045.379999999997,15.26071912749641
Himachal Pradesh,maize,155.02,373.05,551.48,31.75,0.0,0.0,2110.74,5726.01,3222.04,4.827907164970357
Andhra Pradesh,maize,830.54,2136.88,331.05,326.48,828.34,0.83,5974.71,13274.73,10428.83,10.833451366827866
Madhya Pradesh,maize,3432.74,2103.11,1669.51,1490.66,0.0,7.59,11508.1,33814.99,20211.71,12.496711924080856
Uttar Pradesh,maize,2400.47,1908.41,373.55,74.22,1963.44,0.0,11754.02,29324.8,18474.11,9.27945610165719
Karnataka,maize,731.85,1259.75,491.2,0.0,270.12,0.0,3497.27,9885.07,6250.19,7.110337710689788
Uttarakhand,maize,236.32,792.64,0.0,0.0,107.28,0.0,3707.7,6141.91,4843.94,4.8805163796766555
Uttar Pradesh,maize,191.1,610.74,498.61,0.0,589.33,0.0,4058.23,8842.61,5948.01,6.855385362497724
Himachal Pradesh,maize,421.63,958.12,1149.02,194.55,5.1,0.0,4459.55,6978.62,7187.97,5.046437749134983
Punjab,maize,5533.75,4300.59,3319.53,2093.48,261.72,54.69,25620.61,49650.19,41184.37,16.223872442888652
Rajasthan,maize,1858.54,2069.97,88.45,81.48,561.49,13.64,10682.45,30745.18,15356.02,9.028550616134842
Karnataka,maize,805.87,1521.95,614.86,17.78,389.92,0.0,4549.85,14023.53,7900.230000000001,11.998947815705874
Bihar,maize,420.72,1149.86,132.07,0.0,246.86,0.0,2834.63,8912.46,4784.139999999999,7.446227312276157
Madhya Pradesh,maize,705.76,626.49,527.18,73.89,0.0,0.0,4454.33,10550.45,6387.65,5.00596912243783
Andhra Pradesh,maize,3671.51,5697.97,2098.09,837.33,419.01,52.86,23262.32,66280.05,36039.09,18.397037696525768
Madhya Pradesh,maize,2757.91,1889.7,2035.45,145.62,194.07,42.6,9198.02,25359.19,16263.369999999999,7.1791343760749475
Maharashtra,maize,4479.76,7626.07,612.31,294.83,4494.85,0.0,15969.04,52668.69,33476.86,17.401509479775804
Odisha,maize,3696.9,4030.16,1928.29,307.98,182.07,0.0,13447.83,43305.51,23593.229999999996,15.353796968899859
Punjab,maize,4014.98,4503.04,2218.84,1449.13,807.32,0.0,17139.86,45312.03,30133.170000000002,14.350175026810465
Rajasthan,maize,1892.38,2395.36,248.68,0.0,1059.06,0.0,11466.73,27600.4,17062.21,6.93632261589203
Tamil Nadu,maize,4636.57,6555.19,5612.64,734.34,4044.56,37.36,25160.98,83779.03,46781.64,24.216426215576377
Uttar Pradesh,maize,997.7,1820.49,0.0,0.0,447.04,0.0,13120.88,25380.67,16386.11,7.915663381963133
Tamil Nadu,maize,3604.77,6328.31,5856.4,873.2,3588.21,0.0,15506.61,61682.27,35757.5,20.011735901742174
Rajasthan,maize,1542.18,2316.2,2609.18,1.22,424.4,0.0,8199.29,21398.4,15092.470000000001,6.604479876975375
Madhya Pradesh,maize,2897.02,2079.55,321.14,290.12,0.0,0.6,7949.44,23892.78,13537.869999999999,8.656239250521034
Karnataka,maize,2201.94,5958.53,829.03,130.22,240.43,0.0,12157.85,43078.73,21518.0,15.26071912749641
Himachal Pradesh,maize,956.43,657.31,2556.6,148.07,0.0,0.0,7306.33,16126.13,11624.74,5.2973432346573315
Gujarat,maize,2897.82,2857.4,850.94,46.56,1018.01,0.0,6716.04,18162.69,14386.77,5.3742336253819225
Chhattisgarh,maize,2000.0,364.22,0.0,0.0,0.0,0.0,5100.89,16800.0,7465.110000000001,5.722263814977439
Bihar,maize,2249.29,4142.65,525.9,97.5,2300.4,0.0,8040.93,37043.65,17356.67,10.776795289451853
Chhattisgarh,maize,2999.99,337.47,0.0,0.0,0.0,0.0,10455.65,32018.04,13793.11,10.582545881305517
Bihar,maize,1850.61,3638.7,292.23,4.98,4655.64,2.59,17038.57,50560.54,27483.32,16.36146577365897
Andhra Pradesh,maize,5360.34,6707.78,55.03,1690.05,691.77,141.82,29792.0,81855.01,44438.79,25.851358734141357
Andhra Pradesh,maize,1677.44,2379.31,837.94,138.43,136.59,5.75,9219.85,26095.55,14395.310000000001,16.794480079318507
Odisha,maize,3727.8,3989.16,1547.56,148.97,298.36,43.72,12025.0,39189.73,21780.57,11.294793711175412
Himachal Pradesh,maize,258.62,407.41,967.12,26.0,1.24,0.0,3158.97,6675.53,4819.36,5.188077942575019
Punjab,maize,6862.09,4562.42,199.55,2437.09,656.59,191.02,26793.18,62159.12,41701.94,14.827704821836871
Rajasthan,maize,249.7,700.36,136.4,0.0,630.39,0.0,4732.77,6556.09,6449.620000000001,4.528439327411424
Rajasthan,maize,2027.12,1848.71,3527.4,61.69,59.13,19.05,11909.02,37020.95,19452.12,9.27945610165719
Bihar,maize,2970.25,4340.82,521.26,0.0,5460.84,0.0,15147.03,43804.24,28440.2,14.633455413690536
Maharashtra,maize,4371.0,8674.05,1162.63,201.59,1154.0,107.5,21217.71,61048.86,36888.479999999996,19.70417433884381
Rajasthan,maize,245.33,671.05,966.3,1.12,447.77,0.0,3661.28,5479.42,5992.85,4.0630501203941645
Uttar Pradesh,maize,180.25,669.51,292.28,0.0,160.34,0.0,3165.28,5604.4,4467.66,3.314380526496833
Telangana,maize,5375.91,7457.02,0.0,2428.93,222.89,90.13,29183.5,81100.28,44758.38,17.692883591995304
Uttarakhand,maize,317.48,701.44,41.16,0.0,238.42,0.0,6005.82,12218.21,7304.32,6.078387729912385
Uttar Pradesh,maize,4422.47,2546.52,177.79,46.95,1445.87,5.62,15377.49,34960.06,24022.71,10.627061370672386
Uttar Pradesh,maize,345.95,897.92,45.36,9.69,893.12,0.0,5459.06,12382.61,7651.1,6.883713401185731
Tamil Nadu,maize,2415.74,2300.89,582.73,236.54,612.72,0.0,6749.61,26947.0,12898.23,14.722486392424274
Tamil Nadu,maize,5948.71,5244.21,4399.17,1071.76,3469.63,521.47,21536.82,73973.54,42191.770000000004,16.26838793225552
Madhya Pradesh,maize,4002.87,1815.52,1062.17,1269.58,22.45,65.97,11709.39,37514.68,19947.949999999997,12.33888427996196
Karnataka,maize,2623.52,4988.56,460.09,189.73,571.05,139.1,13228.79,48092.91,22200.84,12.440055846704842
Jharkhand,maize,6273.84,3793.4,2336.19,0.0,4800.73,0.0,15284.52,38093.4,32488.68,10.926529208231319
Bihar,maize,540.37,1681.09,171.38,0.0,809.6,0.0,3722.33,9446.86,6924.77,8.781691993282207
Bihar,maize,461.38,1528.7,68.15,0.0,536.69,0.0,3100.35,10575.09,5695.27,8.40128690232897
Uttar Pradesh,maize,133.87,365.81,330.39,0.0,158.52,0.0,2658.2,6069.77,3646.79,4.609376580805731
Himachal Pradesh,maize,199.98,348.83,941.09,14.08,0.0,0.0,3225.89,7251.7,4729.87,5.426842840088222
Rajasthan,maize,150.35,371.81,956.13,0.0,163.58,0.0,2531.18,5154.65,4173.049999999999,4.346330507274236
Andhra Pradesh,maize,3812.04,8631.58,69.67,3683.31,488.17,329.16,33518.92,86887.17,50532.84999999999,17.15465085692317
Bihar,maize,2760.96,4064.92,136.72,0.0,5653.65,9.63,17480.76,58407.68,30106.64,16.09437283745776
Chhattisgarh,maize,3500.0,534.05,0.0,0.0,0.0,18.97,8665.68,23504.31,12718.7,6.794682422451994
Gujarat,maize,2526.46,4385.6,2053.49,213.87,1155.95,292.12,9913.32,33808.73,20540.81,7.822585540559681
Himachal Pradesh,maize,1919.29,1280.59,3907.16,215.52,0.16,29.08,12710.32,30884.03,20062.12,8.170615730155198
Rajasthan,maize,207.95,576.1,1197.41,14.99,87.82,0.0,2783.47,6017.85,4867.74,5.487545780133951
Andhra Pradesh,maize,675.1,2352.94,419.45,204.22,167.0,0.62,7604.94,19030.97,11424.269999999999,12.695008194896907
Bihar,maize,1092.75,1819.94,12.61,0.0,2234.9,0.0,5473.61,18738.31,10633.810000000001,15.398312458266728
Uttarakhand,maize,272.81,824.27,0.0,0.0,132.24,0.0,3582.52,6048.0,4811.84,5.418749114748791
Andhra Pradesh,maize,5068.35,7039.63,585.41,829.03,681.13,57.84,26097.21,76411.92,40358.6,21.476700188179116
Rajasthan,maize,716.6,897.36,1243.08,1.51,297.43,0.0,4763.14,14396.48,7919.120000000001,8.526739645090144
Himachal Pradesh,maize,176.56,277.47,682.95,24.11,0.03,0.0,2265.86,5512.79,3426.98,4.564861091438861
Karnataka,maize,488.9,1235.83,242.85,32.1,9.15,0.0,2793.23,7437.83,4802.0599999999995,8.328443374274093
Madhya Pradesh,maize,157.94,556.69,230.06,0.0,19.74,0.0,2450.53,5444.44,3414.96,4.597235992796584
Gujarat,maize,1057.11,1362.93,281.12,90.07,700.02,0.0,5134.68,20020.3,8625.93,9.582970801885837
Himachal Pradesh,maize,602.46,608.71,1063.08,87.78,137.96,0.0,5058.97,9148.71,7558.960000000001,5.115234414520144
Karnataka,maize,1144.04,1821.93,490.08,9.55,288.47,0.0,7066.95,24959.73,10821.02,12.585742902814594
Madhya Pradesh,maize,695.26,531.52,331.45,77.97,50.89,0.0,3534.93,7538.96,5222.02,4.374658545962243
Rajasthan,maize,1554.74,1328.54,270.43,2.27,35.64,0.0,6233.48,18259.51,9425.099999999999,9.534408449849254
Tamil Nadu,maize,2711.19,3406.69,819.46,286.25,1046.49,0.0,9288.68,35457.35,17558.760000000002,18.23111632706744
Uttar Pradesh,maize,348.28,1302.63,0.85,0.0,90.62,0.0,5930.74,10136.27,7673.12,5.544201857509965
Karnataka,maize,920.6,1409.25,322.12,44.56,87.74,0.0,5448.43,20359.97,8232.7,12.120353695797332
Jharkhand,maize,633.61,1059.36,0.0,0.0,1372.61,0.0,3858.52,11465.63,6924.1,7.40171182290929
Himachal Pradesh,maize,973.11,1010.2,1090.55,204.64,355.8,0.0,6029.84,14010.04,9664.14,7.223649865441817
Gujarat,maize,831.74,1033.54,1386.57,8.83,1205.27,0.0,5050.35,19798.97,9516.3,11.610448999413206
Chhattisgarh,maize,186.21,165.43,0.0,0.0,0.0,0.0,2088.36,5559.66,2440.0,4.091378159082171
Bihar,maize,1317.9,1916.21,232.78,0.0,2159.15,0.0,6101.12,22225.03,11727.16,15.34570324356043
Madhya Pradesh,maize,126.81,319.77,112.28,0.0,0.0,0.0,2235.19,5098.46,2794.05,4.568907954108577
Himachal Pradesh,maize,286.17,564.72,1086.21,4.14,6.72,0.0,4000.7,7518.65,5948.66,5.67774832561057
Chhattisgarh,maize,206.05,118.55,0.0,0.0,0.0,0.0,2829.56,7370.97,3154.16,3.7676291455049475
Tamil Nadu,maize,4996.41,5817.5,5502.94,799.34,4010.36,87.8,35375.17,83154.76,56589.52,24.086926610145486
Bihar,maize,1399.15,2193.08,97.58,5.86,2734.87,0.0,6563.5,35564.86,12994.04,17.38127516642723
Andhra Pradesh,maize,718.21,2394.42,405.52,478.88,211.03,0.0,6499.26,17670.1,10707.32,14.232816009388722
Uttar Pradesh,maize,1430.86,1909.1,0.0,67.79,578.42,0.0,9122.34,18608.18,13108.51,5.151656178547581
Tamil Nadu,maize,4495.96,7868.26,4569.85,802.88,3579.8,27.51,20146.37,75636.94,41490.63,24.447097387750144
Rajasthan,maize,3437.55,2832.8,286.69,123.18,615.23,0.0,11953.2,38835.78,19248.65,8.704801602557618
Punjab,maize,3232.58,4612.73,1555.18,1178.88,787.18,44.76,16524.02,41724.8,27935.33,15.463062260982174
Odisha,maize,2691.41,3691.47,1879.41,421.22,489.65,0.0,12056.87,37663.78,21230.03,15.175735011432387
Maharashtra,maize,4557.66,5990.41,231.74,547.27,4013.64,0.0,15502.36,51121.59,30843.08,13.233240929969043
Madhya Pradesh,maize,2571.43,2155.17,943.5,187.9,154.85,81.96,10272.95,29247.11,16367.760000000002,9.271362376317759
Karnataka,maize,2529.12,4881.65,197.92,49.22,387.68,0.0,10906.94,34254.91,18952.53,11.966572914348152
Jharkhand,maize,5582.58,1775.57,0.0,0.0,1427.32,0.0,8613.32,40012.14,17398.79,13.362740535399933
Himachal Pradesh,maize,1016.99,577.6,3020.84,131.79,0.0,0.0,8544.63,17408.93,13291.849999999999,5.2892495093179015
Gujarat,maize,1646.43,2816.41,1096.83,97.68,1948.51,0.0,7708.17,26332.87,15314.03,6.491167722223346
Bihar,maize,3100.02,4715.14,426.52,0.0,3566.16,0.0,13940.6,36379.95,25748.440000000002,12.93377309241011
Andhra Pradesh,maize,5099.21,6321.77,561.75,700.07,587.3,0.0,24741.07,71757.23,38011.17,22.528884482305095
Karnataka,maize,782.19,1679.41,208.11,57.99,480.6,0.0,3738.85,10601.24,6947.15,7.320774569514984
Madhya Pradesh,maize,565.29,797.11,905.2,51.85,0.0,0.0,3741.75,8951.45,6061.200000000001,5.103093826510997
Andhra Pradesh,maize,2094.57,2893.84,702.02,698.88,1957.82,2.74,12495.28,33645.93,20845.15,17.272009874344914
Uttar Pradesh,maize,3623.68,2161.56,436.49,95.88,2562.83,8.91,14545.48,33386.84,23434.829999999998,10.52993666659922
Rajasthan,maize,457.01,790.8,786.7,0.0,329.25,0.0,2915.31,6692.93,5279.07,4.997875397098399
Madhya Pradesh,maize,198.04,279.25,237.39,0.0,0.36,0.0,1832.3,3982.39,2547.34,3.3265211145059794
Chhattisgarh,maize,218.76,0.0,0.0,0.0,0.0,0.0,2305.04,6034.35,2523.8,4.071143845733595
Himachal Pradesh,maize,283.84,483.9,1014.47,4.82,0.93,0.0,4074.96,7769.41,5862.92,5.9448412618117805
Jharkhand,maize,277.54,426.35,0.0,0.0,0.67,0.0,3610.2,7831.6,4314.76,6.25644968737986
Uttar Pradesh,maize,2626.83,2191.27,6.44,30.98,1736.64,0.72,13097.24,33678.46,19690.12,9.886485502114486
Chhattisgarh,maize,171.11,0.0,0.0,0.0,0.0,0.0,1869.51,5633.33,2040.62,3.5086299346431677
Bihar,maize,651.01,1897.22,103.1,0.0,648.34,0.0,3310.29,9237.56,6609.96,8.992128852107403
Gujarat,maize,853.31,986.59,602.32,23.61,607.79,0.0,2824.8,10329.12,5898.42,6.786588697112563
Uttar Pradesh,maize,625.3,1177.62,0.0,0.0,679.02,0.0,8879.29,16536.79,11361.23,7.077962809332065
Tamil Nadu,maize,3407.07,4554.24,4107.94,930.65,1558.39,0.0,14958.38,68832.02,29516.67,24.451144250419862
Rajasthan,maize,792.97,1584.2,261.06,3.39,5.73,0.0,5691.11,18552.86,8338.46,7.4300398615972965
Karnataka,maize,694.37,1236.26,581.75,6.05,398.38,0.0,3791.48,11732.25,6708.290000000001,9.01236316545598
Madhya Pradesh,maize,1869.35,1118.19,363.16,106.38,0.0,0.0,7972.74,22560.97,11429.82,9.643673741931567
Karnataka,maize,2155.61,3575.95,1122.51,23.84,213.32,0.0,11731.94,42233.25,18823.17,15.159547560753527
Bihar,maize,766.88,1576.53,14.79,0.0,1406.14,0.0,5818.02,16632.61,9582.36,14.98553246595577
Himachal Pradesh,maize,759.36,572.61,2322.26,79.89,82.35,0.0,6842.39,13710.41,10658.86,5.637279698913417
Chhattisgarh,maize,636.96,0.0,0.0,0.0,0.0,0.0,3545.79,11752.17,4182.75,5.1273750025292895
Bihar,maize,2286.33,2736.84,458.34,90.73,2458.7,0.0,7532.94,31026.04,15563.88,12.464337022723134
Andhra Pradesh,maize,2453.02,4022.48,488.11,648.92,463.22,17.59,16761.92,48210.75,24855.26,19.133566702413955
Bihar,maize,373.48,1101.39,99.76,5.51,482.03,0.0,2938.9,9528.31,5001.07,9.1499564962263
Karnataka,maize,584.16,1149.1,434.37,0.0,85.15,0.0,3085.32,10522.89,5338.1,9.542502175188684
Rajasthan,maize,194.63,468.03,483.72,0.0,231.69,0.0,3263.5,6122.85,4641.57,4.358471095283382
Tamil Nadu,maize,4408.63,5774.99,7610.27,566.74,4216.73,96.81,27272.57,70294.16,49946.740000000005,18.073288682948544
Rajasthan,maize,1716.48,2398.4,0.0,0.0,2.4,0.0,9624.45,26015.77,13741.73,7.0860565346714965
Madhya Pradesh,maize,227.81,418.65,247.7,2.02,0.0,0.0,2224.68,4672.01,3120.8599999999997,3.8283320855506773
Andhra Pradesh,maize,734.2,1376.54,115.04,36.81,116.78,0.0,4824.86,11359.45,7204.23,12.6140709415026
Punjab,maize,3673.33,4597.51,950.51,1808.4,408.47,0.0,19919.75,49144.19,31357.97,14.528236984277939
Andhra Pradesh,maize,783.62,2259.29,241.1,248.71,45.08,0.0,7546.11,21185.93,11123.91,13.718864450334877
Madhya Pradesh,maize,136.13,263.43,101.83,0.0,0.63,0.0,1914.04,3693.31,2416.06,3.4398332692580076
Gujarat,maize,1468.69,2251.38,1210.67,6.43,620.14,0.0,4603.42,11365.53,10160.73,4.358471095283382
Uttar Pradesh,maize,630.52,860.81,27.42,0.85,2717.94,0.0,9793.56,16731.87,14031.099999999999,7.264118492138969
Uttar Pradesh,maize,183.46,640.91,1711.62,0.0,235.7,0.0,3398.63,7211.63,6170.32,5.88413832176605
Rajasthan,maize,325.23,938.33,711.87,29.59,113.32,0.0,3677.74,9041.05,5796.08,7.733554561825945
Rajasthan,maize,172.7,611.32,481.09,0.0,15.17,0.0,2079.33,5917.17,3359.6099999999997,5.103093826510997
Uttar Pradesh,maize,5617.0,3111.14,0.0,174.2,1576.9,7.51,15196.53,46060.59,25683.28,10.95890410958904
Telangana,maize,6954.15,7692.18,0.0,3499.72,766.9,120.82,31931.55,108381.28,50965.32,21.84091782845349
Tamil Nadu,maize,6985.9,6209.49,1843.55,2105.02,1836.4,128.93,19858.98,84778.37,38968.270000000004,17.053479290180288
Bihar,maize,2441.97,2516.08,86.52,5.24,3828.38,0.0,6498.16,46321.89,15376.349999999999,14.746767568442564
Rajasthan,maize,3463.89,2094.27,1106.63,193.74,416.31,10.78,13377.29,43312.95,20662.91,9.1499564962263
Andhra Pradesh,maize,2550.54,3243.97,329.79,490.51,1947.36,0.28,16942.75,52500.77,25505.2,20.66328079156634
Himachal Pradesh,maize,242.69,441.93,1010.22,15.77,0.0,0.0,3023.22,6220.15,4733.83,5.175937354565873
Punjab,maize,7995.84,4107.29,3181.54,2200.21,1096.29,146.7,20117.11,66205.36,38844.98,15.179781874102101
Odisha,maize,5224.04,4738.02,2228.49,891.62,29.89,45.9,11405.02,42365.34,24562.980000000003,11.047935088322777
Maharashtra,maize,5436.29,7424.42,1620.47,1701.57,2070.56,214.94,26184.65,100572.47,44652.899999999994,23.067117217377227
Madhya Pradesh,maize,3812.01,3104.29,486.64,2236.46,8.29,188.12,13018.94,48452.84,22854.750000000004,12.601930353493454
Karnataka,maize,4418.2,7373.75,178.89,836.53,324.62,342.14,18474.31,62744.55,31948.440000000002,14.350175026810465
Andhra Pradesh,maize,854.26,2009.97,450.76,180.73,365.22,0.0,6698.59,15363.28,10559.529999999999,12.298415653264806
Karnataka,maize,713.95,1724.85,555.2,8.18,236.46,0.0,3875.56,12643.39,7114.2,14.168066206673275
Himachal Pradesh,maize,1904.8,988.49,3843.86,212.34,3.86,36.83,14090.19,33659.15,21080.37,7.818538677889966
Gujarat,maize,4265.63,4847.4,1206.03,843.39,1861.68,147.82,14433.13,47389.25,27605.079999999998,9.097347281520001
Andhra Pradesh,maize,741.49,1633.59,391.6,98.99,126.46,0.0,3440.85,8049.6,6432.98,8.559114546447866
Bihar,maize,4038.05,4916.45,296.69,7.81,7903.28,0.0,19114.14,79757.36,36276.42,18.643896319378403
Madhya Pradesh,maize,196.04,286.42,158.57,0.0,3.48,0.0,2171.85,4406.95,2816.3599999999997,3.031100139616762
Uttar Pradesh,maize,243.8,700.17,152.61,0.0,84.99,0.0,3599.04,8303.57,4780.61,6.337386940774165
Gujarat,maize,1193.9,1876.65,2072.4,12.47,960.06,0.0,5194.72,17749.6,11310.2,6.9403694785617445
Himachal Pradesh,maize,881.32,565.21,1604.26,107.56,16.68,0.0,6025.11,14386.88,9200.14,6.1916998846644145
Andhra Pradesh,maize,8176.76,10851.62,8.52,5592.98,2346.88,364.6,39485.51,126196.81,66826.87,29.096942595253033
Himachal Pradesh,maize,315.12,552.85,1004.39,12.9,5.08,0.0,4105.37,8214.61,5995.71,6.543776936929646
Karnataka,maize,1696.31,1906.41,279.98,50.92,129.97,0.0,8304.09,31062.45,12367.68,13.87264523178406
Uttarakhand,maize,196.99,998.68,361.9,0.0,36.02,0.0,2700.15,6867.77,4293.74,5.2892495093179015
Uttar Pradesh,maize,111.0,435.94,99.23,0.0,104.86,0.0,2522.24,5614.66,3273.27,5.269015195969325
Jharkhand,maize,5000.0,4436.0,0.0,0.0,492.5,0.0,22949.13,62109.38,32877.630000000005,16.75805831529107
Chhattisgarh,maize,360.0,0.0,0.0,0.0,0.0,0.0,2601.06,7479.07,2961.06,3.5855203253677583
Odisha,maize,5383.75,4202.42,2153.65,355.42,279.73,0.0,14968.25,49809.09,27343.22,17.029198114161996
Uttar Pradesh,maize,5779.15,2621.92,0.0,87.68,1476.91,7.34,17825.05,42674.21,27798.05,14.402784241516766
Chhattisgarh,maize,306.15,283.08,0.0,0.0,0.0,0.0,2304.84,5513.85,2894.07,2.776147791424698
Bihar,maize,723.48,1498.32,79.58,0.0,1250.67,0.0,5749.19,15275.71,9301.24,14.139738167985268
Bihar,maize,2867.4,2203.72,141.14,17.36,3123.72,0.0,5424.48,32627.75,13777.82,14.01023856255438
Andhra Pradesh,maize,2490.49,2962.07,248.28,532.72,980.9,0.05,13598.7,37503.29,20813.21,17.91141417615993
Bihar,maize,1184.28,1795.89,126.22,0.0,2091.58,0.0,5464.7,20319.05,10662.669999999998,14.107363266627546
Chhattisgarh,maize,180.0,0.0,0.0,0.0,0.0,0.0,2094.77,5929.14,2274.77,4.172315412476478
Gujarat,maize,1027.45,904.97,534.58,12.38,385.65,0.0,1599.38,5671.04,4464.41,2.5940389712875094
Himachal Pradesh,maize,583.51,953.04,759.69,265.72,9.81,0.0,5139.14,10856.07,7710.91,6.924182027882884
Andhra Pradesh,maize,476.96,1308.4,329.84,83.12,159.19,0.0,4196.39,10136.62,6553.900000000001,9.336112179033204
Karnataka,maize,2866.24,3875.13,10.78,219.39,768.63,0.0,14336.21,47685.21,22076.379999999997,12.763804860282066
Jharkhand,maize,515.77,1109.56,0.0,0.0,945.41,0.0,3857.47,12932.71,6428.209999999999,8.381052588980394
Karnataka,maize,903.67,1481.51,567.18,67.36,192.57,0.0,5172.8,18477.88,8385.09,11.14910665506566
Uttar Pradesh,maize,185.53,482.67,414.03,0.0,85.39,0.0,3031.85,7040.92,4199.47,6.705651443718257
Andhra Pradesh,maize,7269.55,10143.43,7.56,5060.04,1860.5,316.96,38530.62,113811.0,63188.66,30.590234920377977
Jharkhand,maize,6157.12,2170.0,0.0,0.0,0.0,0.0,13624.92,54627.66,21952.04,16.519293417777867
Uttarakhand,maize,227.57,569.26,610.31,0.0,144.63,0.0,3965.79,9459.58,5517.5599999999995,5.742498128326015
Uttar Pradesh,maize,249.99,544.39,46.07,0.13,613.44,0.0,4677.69,9228.35,6131.709999999999,7.94399142065114
Tamil Nadu,maize,1414.16,1871.91,202.99,247.53,851.06,0.0,7448.73,19503.0,12036.380000000001,15.374031282248438
Rajasthan,maize,552.47,932.06,929.51,0.0,321.22,0.0,3343.05,6594.77,6078.31,4.107565609761033
Jharkhand,maize,240.53,454.07,42.75,0.0,0.0,0.0,3708.08,8310.79,4445.43,6.361668116792457
Madhya Pradesh,maize,303.64,683.74,274.85,0.0,0.0,0.0,2934.65,4923.73,4196.88,2.824710143461282
Rajasthan,maize,415.2,1078.5,1651.74,2.45,43.35,0.0,3465.28,9134.82,6656.52,4.564861091438861
Tamil Nadu,maize,1664.64,2162.8,677.68,307.71,644.41,0.0,7070.55,23683.15,12527.79,13.350599947390787
